id,title,context,question,answers,selfcheckscore,model_output0
5520,پله (بازیکن فوتبال),"ادسون آرانتس دو ناسیمنتو ملقّب به پله  (زادهٔ ۲۳ اکتبر ۱۹۴۰) در ترس کوراسائویس  بازیکن سابق فوتبال اهل برزیل است. پله در دوران بازیکنی خود سه جام جهانی را کسب کرد و رکوردهای بسیاری را شکست (از جمله سومین بازیکنی که ۱۰۰۰ گل به ثمر رساند). از القاب دیگر او «او ری» (شاه، در ایران مشهور به ""سلطان"") و «پرولا نگرا» (مروارید سیاه) بودند. او عموماً بزرگ‌ترین و بهترین بازیکن تاریخ جهان فوتبال شناخته می‌شود. پله در تمام دورانی که فوتبال بازی میکرد موفق به بردن توپ طلا نشده بود در حالی که توپ طلا از سال 1956 میلادی اهدا می شد(یعنی اولین سال بازی او در تیم سانتوس)؛ چرا که توپ طلا آن موقع تنها به بازیکنان اروپایی داده میشد. او همچنین اولین گلزن برتر جهان در همه میدان‌ها با ۱۴۸۴ گل بین سال‌های ۱۹۵۶ تا۱۹۷۷ می‌باشد و بعد از آن گرد مولر از آلمان در رده دوم با۱۲۲۹گل می باشد. مجله فرانس فوتبال در سال ۱۹۹۹ در رای‌گیری از برندگان توپ طلا تا آن سال پله را با ۱۷ رای به عنوان برترین بازیکن قرن ۲۰ فوتبال انتخاب کرد وی همچین از طرف کمیته بین الملی المپیک برترین ورزشکار قرن ۲۰ شناخته شد. وی فوتبال را از سال ۱۹۵۰ در سن ۱۰ سالگی شروع کرد و خیلی زود در سال ۱۹۵۸ با اینکه ۱۸ سال بیشتر نداشت در جام جهانی سوئد جوانترین بازیکن برزیلی شناخته شد و همچنین توانست با گلزنی به افتخارات خویش بیفزاید.",پله در برزیل برای کدام داور هورا کشید؟,"{'text': [], 'answer_start': []}",0.9577840566635132,جام جهانی سوئد
5591,هلیوم,هلیوم دارای عدد اتمی ۲، عنصری بی‌بو، بی‌رنگ، بی‌مزه، غیرسمّی و از دیدگاه شیمیایی بی‌اثر و تک اتمی است که در جدول تناوبی در بالای گروه گازهای نجیب جا دارد. دمای ذوب و جوش این ماده در میان دیگر عنصرها بسیار پایین است، به‌همین دلیل در دمای اتاق و البته در بیشتر موارد به صورت گازی است. نام هلیوم از واژهٔ یونانی هلیوس، به معنای «ایزد خورشید» گرفته شده‌است. دو شیمی‌دان سوئدی با نام‌های پر تئودر کلیو و نیلز آبراهام لانگلت در سال ۱۸۹۵ این عنصر را شناسایی کردند. آن‌ها هلیوم را از سنگ کلویت که کانی اورانیوم است، به‌دست آوردند. هلیوم، بعد از هیدروژن، هم از نظر سبکی و هم از نظر فراوانی، دومین عنصر کیهان است. با وجود کاربردهای بسیار مهم و حیاتی که دارد، بر روی زمین بسیار کمیاب است. نزدیک به ۲۴٪ از جرم گیتی، سهم این عنصر است. بیشتر هلیوم موجود در کیهان، هلیوم-۴ است و گمان می‌رود که در جریان مه‌بانگ پدید آمده باشد. هلیوم در هواکُرهٔ زمین بسیار کمیاب است و بیشتر هلیومی که در خاک زمین پیدا می‌شود، در اثر واپاشی هسته‌ای طبیعی در عنصرهای سنگین پرتوزا مانند اورانیوم و توریوم پدید آمده‌است.,هلیوم از چه نظر دومین عنصر دنیاست؟,"{'text': ['هلیوم، بعد از هیدروژن، هم از نظر سبکی و هم از نظر فراوانی، دومین عنصر کیهان است.'], 'answer_start': [523]}",0.6941148638725281,کیهان
5592,هلیوم,هلیوم دارای عدد اتمی ۲، عنصری بی‌بو، بی‌رنگ، بی‌مزه، غیرسمّی و از دیدگاه شیمیایی بی‌اثر و تک اتمی است که در جدول تناوبی در بالای گروه گازهای نجیب جا دارد. دمای ذوب و جوش این ماده در میان دیگر عنصرها بسیار پایین است، به‌همین دلیل در دمای اتاق و البته در بیشتر موارد به صورت گازی است. نام هلیوم از واژهٔ یونانی هلیوس، به معنای «ایزد خورشید» گرفته شده‌است. دو شیمی‌دان سوئدی با نام‌های پر تئودر کلیو و نیلز آبراهام لانگلت در سال ۱۸۹۵ این عنصر را شناسایی کردند. آن‌ها هلیوم را از سنگ کلویت که کانی اورانیوم است، به‌دست آوردند. هلیوم، بعد از هیدروژن، هم از نظر سبکی و هم از نظر فراوانی، دومین عنصر کیهان است. با وجود کاربردهای بسیار مهم و حیاتی که دارد، بر روی زمین بسیار کمیاب است. نزدیک به ۲۴٪ از جرم گیتی، سهم این عنصر است. بیشتر هلیوم موجود در کیهان، هلیوم-۴ است و گمان می‌رود که در جریان مه‌بانگ پدید آمده باشد. هلیوم در هواکُرهٔ زمین بسیار کمیاب است و بیشتر هلیومی که در خاک زمین پیدا می‌شود، در اثر واپاشی هسته‌ای طبیعی در عنصرهای سنگین پرتوزا مانند اورانیوم و توریوم پدید آمده‌است.,جایگاه هلیوم در جدول تناوبی کجاست؟,"{'text': ['بالای گروه گازهای نجیب'], 'answer_start': [123]}",0.06507504731416702,گازهای نجیب
5593,هلیوم,هلیوم دارای عدد اتمی ۲، عنصری بی‌بو، بی‌رنگ، بی‌مزه، غیرسمّی و از دیدگاه شیمیایی بی‌اثر و تک اتمی است که در جدول تناوبی در بالای گروه گازهای نجیب جا دارد. دمای ذوب و جوش این ماده در میان دیگر عنصرها بسیار پایین است، به‌همین دلیل در دمای اتاق و البته در بیشتر موارد به صورت گازی است. نام هلیوم از واژهٔ یونانی هلیوس، به معنای «ایزد خورشید» گرفته شده‌است. دو شیمی‌دان سوئدی با نام‌های پر تئودر کلیو و نیلز آبراهام لانگلت در سال ۱۸۹۵ این عنصر را شناسایی کردند. آن‌ها هلیوم را از سنگ کلویت که کانی اورانیوم است، به‌دست آوردند. هلیوم، بعد از هیدروژن، هم از نظر سبکی و هم از نظر فراوانی، دومین عنصر کیهان است. با وجود کاربردهای بسیار مهم و حیاتی که دارد، بر روی زمین بسیار کمیاب است. نزدیک به ۲۴٪ از جرم گیتی، سهم این عنصر است. بیشتر هلیوم موجود در کیهان، هلیوم-۴ است و گمان می‌رود که در جریان مه‌بانگ پدید آمده باشد. هلیوم در هواکُرهٔ زمین بسیار کمیاب است و بیشتر هلیومی که در خاک زمین پیدا می‌شود، در اثر واپاشی هسته‌ای طبیعی در عنصرهای سنگین پرتوزا مانند اورانیوم و توریوم پدید آمده‌است.,عدد اتمی هلیوم چیه؟,"{'text': ['۲'], 'answer_start': [21]}",0.13258258998394012,۲
5594,هلیوم,هلیوم دارای عدد اتمی ۲، عنصری بی‌بو، بی‌رنگ، بی‌مزه، غیرسمّی و از دیدگاه شیمیایی بی‌اثر و تک اتمی است که در جدول تناوبی در بالای گروه گازهای نجیب جا دارد. دمای ذوب و جوش این ماده در میان دیگر عنصرها بسیار پایین است، به‌همین دلیل در دمای اتاق و البته در بیشتر موارد به صورت گازی است. نام هلیوم از واژهٔ یونانی هلیوس، به معنای «ایزد خورشید» گرفته شده‌است. دو شیمی‌دان سوئدی با نام‌های پر تئودر کلیو و نیلز آبراهام لانگلت در سال ۱۸۹۵ این عنصر را شناسایی کردند. آن‌ها هلیوم را از سنگ کلویت که کانی اورانیوم است، به‌دست آوردند. هلیوم، بعد از هیدروژن، هم از نظر سبکی و هم از نظر فراوانی، دومین عنصر کیهان است. با وجود کاربردهای بسیار مهم و حیاتی که دارد، بر روی زمین بسیار کمیاب است. نزدیک به ۲۴٪ از جرم گیتی، سهم این عنصر است. بیشتر هلیوم موجود در کیهان، هلیوم-۴ است و گمان می‌رود که در جریان مه‌بانگ پدید آمده باشد. هلیوم در هواکُرهٔ زمین بسیار کمیاب است و بیشتر هلیومی که در خاک زمین پیدا می‌شود، در اثر واپاشی هسته‌ای طبیعی در عنصرهای سنگین پرتوزا مانند اورانیوم و توریوم پدید آمده‌است.,چقدر هلیوم در جهان وجود دارد؟,"{'text': ['نزدیک به ۲۴٪ از جرم گیتی'], 'answer_start': [678]}",0.6003654599189758,دارای عدد اتمی ۲
5595,هلیوم,هلیوم دارای عدد اتمی ۲، عنصری بی‌بو، بی‌رنگ، بی‌مزه، غیرسمّی و از دیدگاه شیمیایی بی‌اثر و تک اتمی است که در جدول تناوبی در بالای گروه گازهای نجیب جا دارد. دمای ذوب و جوش این ماده در میان دیگر عنصرها بسیار پایین است، به‌همین دلیل در دمای اتاق و البته در بیشتر موارد به صورت گازی است. نام هلیوم از واژهٔ یونانی هلیوس، به معنای «ایزد خورشید» گرفته شده‌است. دو شیمی‌دان سوئدی با نام‌های پر تئودر کلیو و نیلز آبراهام لانگلت در سال ۱۸۹۵ این عنصر را شناسایی کردند. آن‌ها هلیوم را از سنگ کلویت که کانی اورانیوم است، به‌دست آوردند. هلیوم، بعد از هیدروژن، هم از نظر سبکی و هم از نظر فراوانی، دومین عنصر کیهان است. با وجود کاربردهای بسیار مهم و حیاتی که دارد، بر روی زمین بسیار کمیاب است. نزدیک به ۲۴٪ از جرم گیتی، سهم این عنصر است. بیشتر هلیوم موجود در کیهان، هلیوم-۴ است و گمان می‌رود که در جریان مه‌بانگ پدید آمده باشد. هلیوم در هواکُرهٔ زمین بسیار کمیاب است و بیشتر هلیومی که در خاک زمین پیدا می‌شود، در اثر واپاشی هسته‌ای طبیعی در عنصرهای سنگین پرتوزا مانند اورانیوم و توریوم پدید آمده‌است.,هلیوم از نظر شیمیایی چگونه است؟,"{'text': ['بی\u200cاثر و تک اتمی'], 'answer_start': [81]}",0.07629933953285217,بی‌اثر و تک اتمی
5596,هلیوم,هلیوم دارای عدد اتمی ۲، عنصری بی‌بو، بی‌رنگ، بی‌مزه، غیرسمّی و از دیدگاه شیمیایی بی‌اثر و تک اتمی است که در جدول تناوبی در بالای گروه گازهای نجیب جا دارد. دمای ذوب و جوش این ماده در میان دیگر عنصرها بسیار پایین است، به‌همین دلیل در دمای اتاق و البته در بیشتر موارد به صورت گازی است. نام هلیوم از واژهٔ یونانی هلیوس، به معنای «ایزد خورشید» گرفته شده‌است. دو شیمی‌دان سوئدی با نام‌های پر تئودر کلیو و نیلز آبراهام لانگلت در سال ۱۸۹۵ این عنصر را شناسایی کردند. آن‌ها هلیوم را از سنگ کلویت که کانی اورانیوم است، به‌دست آوردند. هلیوم، بعد از هیدروژن، هم از نظر سبکی و هم از نظر فراوانی، دومین عنصر کیهان است. با وجود کاربردهای بسیار مهم و حیاتی که دارد، بر روی زمین بسیار کمیاب است. نزدیک به ۲۴٪ از جرم گیتی، سهم این عنصر است. بیشتر هلیوم موجود در کیهان، هلیوم-۴ است و گمان می‌رود که در جریان مه‌بانگ پدید آمده باشد. هلیوم در هواکُرهٔ زمین بسیار کمیاب است و بیشتر هلیومی که در خاک زمین پیدا می‌شود، در اثر واپاشی هسته‌ای طبیعی در عنصرهای سنگین پرتوزا مانند اورانیوم و توریوم پدید آمده‌است.,هلیوم از چی کشف شد؟,"{'text': ['از سنگ کلویت'], 'answer_start': [473]}",0.21045462787151337,سنگ کلویت
5597,هلیوم,هلیوم دارای عدد اتمی ۲، عنصری بی‌بو، بی‌رنگ، بی‌مزه، غیرسمّی و از دیدگاه شیمیایی بی‌اثر و تک اتمی است که در جدول تناوبی در بالای گروه گازهای نجیب جا دارد. دمای ذوب و جوش این ماده در میان دیگر عنصرها بسیار پایین است، به‌همین دلیل در دمای اتاق و البته در بیشتر موارد به صورت گازی است. نام هلیوم از واژهٔ یونانی هلیوس، به معنای «ایزد خورشید» گرفته شده‌است. دو شیمی‌دان سوئدی با نام‌های پر تئودر کلیو و نیلز آبراهام لانگلت در سال ۱۸۹۵ این عنصر را شناسایی کردند. آن‌ها هلیوم را از سنگ کلویت که کانی اورانیوم است، به‌دست آوردند. هلیوم، بعد از هیدروژن، هم از نظر سبکی و هم از نظر فراوانی، دومین عنصر کیهان است. با وجود کاربردهای بسیار مهم و حیاتی که دارد، بر روی زمین بسیار کمیاب است. نزدیک به ۲۴٪ از جرم گیتی، سهم این عنصر است. بیشتر هلیوم موجود در کیهان، هلیوم-۴ است و گمان می‌رود که در جریان مه‌بانگ پدید آمده باشد. هلیوم در هواکُرهٔ زمین بسیار کمیاب است و بیشتر هلیومی که در خاک زمین پیدا می‌شود، در اثر واپاشی هسته‌ای طبیعی در عنصرهای سنگین پرتوزا مانند اورانیوم و توریوم پدید آمده‌است.,هلیوم را کی کشف کرد؟,"{'text': ['دو شیمی\u200cدان سوئدی با نام\u200cهای پر تئودر کلیو و نیلز آبراهام لانگلت'], 'answer_start': [354]}",0.9839996695518494,سنگ کلویت
5598,هلیوم,هلیوم دارای عدد اتمی ۲، عنصری بی‌بو، بی‌رنگ، بی‌مزه، غیرسمّی و از دیدگاه شیمیایی بی‌اثر و تک اتمی است که در جدول تناوبی در بالای گروه گازهای نجیب جا دارد. دمای ذوب و جوش این ماده در میان دیگر عنصرها بسیار پایین است، به‌همین دلیل در دمای اتاق و البته در بیشتر موارد به صورت گازی است. نام هلیوم از واژهٔ یونانی هلیوس، به معنای «ایزد خورشید» گرفته شده‌است. دو شیمی‌دان سوئدی با نام‌های پر تئودر کلیو و نیلز آبراهام لانگلت در سال ۱۸۹۵ این عنصر را شناسایی کردند. آن‌ها هلیوم را از سنگ کلویت که کانی اورانیوم است، به‌دست آوردند. هلیوم، بعد از هیدروژن، هم از نظر سبکی و هم از نظر فراوانی، دومین عنصر کیهان است. با وجود کاربردهای بسیار مهم و حیاتی که دارد، بر روی زمین بسیار کمیاب است. نزدیک به ۲۴٪ از جرم گیتی، سهم این عنصر است. بیشتر هلیوم موجود در کیهان، هلیوم-۴ است و گمان می‌رود که در جریان مه‌بانگ پدید آمده باشد. هلیوم در هواکُرهٔ زمین بسیار کمیاب است و بیشتر هلیومی که در خاک زمین پیدا می‌شود، در اثر واپاشی هسته‌ای طبیعی در عنصرهای سنگین پرتوزا مانند اورانیوم و توریوم پدید آمده‌است.,هیدروژن چیست؟,"{'text': [], 'answer_start': []}",0.9897865056991577,دومین عنصر کیهان
5599,هلیوم,هلیوم دارای عدد اتمی ۲، عنصری بی‌بو، بی‌رنگ، بی‌مزه، غیرسمّی و از دیدگاه شیمیایی بی‌اثر و تک اتمی است که در جدول تناوبی در بالای گروه گازهای نجیب جا دارد. دمای ذوب و جوش این ماده در میان دیگر عنصرها بسیار پایین است، به‌همین دلیل در دمای اتاق و البته در بیشتر موارد به صورت گازی است. نام هلیوم از واژهٔ یونانی هلیوس، به معنای «ایزد خورشید» گرفته شده‌است. دو شیمی‌دان سوئدی با نام‌های پر تئودر کلیو و نیلز آبراهام لانگلت در سال ۱۸۹۵ این عنصر را شناسایی کردند. آن‌ها هلیوم را از سنگ کلویت که کانی اورانیوم است، به‌دست آوردند. هلیوم، بعد از هیدروژن، هم از نظر سبکی و هم از نظر فراوانی، دومین عنصر کیهان است. با وجود کاربردهای بسیار مهم و حیاتی که دارد، بر روی زمین بسیار کمیاب است. نزدیک به ۲۴٪ از جرم گیتی، سهم این عنصر است. بیشتر هلیوم موجود در کیهان، هلیوم-۴ است و گمان می‌رود که در جریان مه‌بانگ پدید آمده باشد. هلیوم در هواکُرهٔ زمین بسیار کمیاب است و بیشتر هلیومی که در خاک زمین پیدا می‌شود، در اثر واپاشی هسته‌ای طبیعی در عنصرهای سنگین پرتوزا مانند اورانیوم و توریوم پدید آمده‌است.,هلیوم از چی بدست نمیاد؟,"{'text': [], 'answer_start': []}",0.9590076804161072,سنگ کلویت
5600,هلیوم,هلیوم دارای عدد اتمی ۲، عنصری بی‌بو، بی‌رنگ، بی‌مزه، غیرسمّی و از دیدگاه شیمیایی بی‌اثر و تک اتمی است که در جدول تناوبی در بالای گروه گازهای نجیب جا دارد. دمای ذوب و جوش این ماده در میان دیگر عنصرها بسیار پایین است، به‌همین دلیل در دمای اتاق و البته در بیشتر موارد به صورت گازی است. نام هلیوم از واژهٔ یونانی هلیوس، به معنای «ایزد خورشید» گرفته شده‌است. دو شیمی‌دان سوئدی با نام‌های پر تئودر کلیو و نیلز آبراهام لانگلت در سال ۱۸۹۵ این عنصر را شناسایی کردند. آن‌ها هلیوم را از سنگ کلویت که کانی اورانیوم است، به‌دست آوردند. هلیوم، بعد از هیدروژن، هم از نظر سبکی و هم از نظر فراوانی، دومین عنصر کیهان است. با وجود کاربردهای بسیار مهم و حیاتی که دارد، بر روی زمین بسیار کمیاب است. نزدیک به ۲۴٪ از جرم گیتی، سهم این عنصر است. بیشتر هلیوم موجود در کیهان، هلیوم-۴ است و گمان می‌رود که در جریان مه‌بانگ پدید آمده باشد. هلیوم در هواکُرهٔ زمین بسیار کمیاب است و بیشتر هلیومی که در خاک زمین پیدا می‌شود، در اثر واپاشی هسته‌ای طبیعی در عنصرهای سنگین پرتوزا مانند اورانیوم و توریوم پدید آمده‌است.,گازهای نجیب چی هستند؟,"{'text': [], 'answer_start': []}",0.9661467671394348,گروه
5731,مس,عنصری فلزی با ویژگی‌های شکل‌پذیری و رسانایی گرمایی و الکتریکی بالا است. مس خالص، نرم و چکش خوار است بخشی از آن که در برابر هوای آزاد قرار دارد به رنگ قرمز مایل به نارنجی است. مس معمولاً به شکل معدنی یافت می‌شود. آلیاژهای بسیاری از مس وجود دارد برنج آلیاژ مس و روی است و برنز آلیاژ مس و قلع است. وجود مس برای کلیه گیاهان و حیوانات عالی ضروری می‌باشد.  در صورت کمبود مس برگ‌ها کوچک مانده و سرشاخه‌های جوان را دچار برگ سوختگی می‌کند. هر چه واکنش خاک اسیدی تر باشد، مس قابل استفاده تر است. مس به فرایند سوخت و ساز بدن کمک می‌کند، سلول‌های مغزی با کمبود مس در انجام کارهای خود ناتوانند یا بسیار ضعیف عمل می‌کنند، مس باعث کمک در جذب و استفاده آهن در بدن می‌شود. بدن می‌تواند مس اضافی را دفع کند اما به دلیل تداخل در جذب مس و روی، دریافت بیش از اندازه مس باعث عدم جذب روی می‌شود و بالعکس. ظهور مقاومت میکروبها در برابر آنتی‌بیوتیکها جان میلیون‌ها انسان را تهدید می‌کند. پس از آزمایش‌های کلینیکی و آزمایشگاهی بسیار در کشورهای مختلف جهان، ثابت شد که بسیاری از میکروارگانیسمهای مقاوم به آنتی‌بیوتیک، روی سطوح مسی کشته می‌شوند.,مس چیه؟,"{'text': ['عنصری فلزی با ویژگی\u200cهای شکل\u200cپذیری و رسانایی گرمایی و الکتریکی بالا است.'], 'answer_start': [1]}",0.9516898393630981,خالص، نرم و چکش خوار است
5732,مس,عنصری فلزی با ویژگی‌های شکل‌پذیری و رسانایی گرمایی و الکتریکی بالا است. مس خالص، نرم و چکش خوار است بخشی از آن که در برابر هوای آزاد قرار دارد به رنگ قرمز مایل به نارنجی است. مس معمولاً به شکل معدنی یافت می‌شود. آلیاژهای بسیاری از مس وجود دارد برنج آلیاژ مس و روی است و برنز آلیاژ مس و قلع است. وجود مس برای کلیه گیاهان و حیوانات عالی ضروری می‌باشد.  در صورت کمبود مس برگ‌ها کوچک مانده و سرشاخه‌های جوان را دچار برگ سوختگی می‌کند. هر چه واکنش خاک اسیدی تر باشد، مس قابل استفاده تر است. مس به فرایند سوخت و ساز بدن کمک می‌کند، سلول‌های مغزی با کمبود مس در انجام کارهای خود ناتوانند یا بسیار ضعیف عمل می‌کنند، مس باعث کمک در جذب و استفاده آهن در بدن می‌شود. بدن می‌تواند مس اضافی را دفع کند اما به دلیل تداخل در جذب مس و روی، دریافت بیش از اندازه مس باعث عدم جذب روی می‌شود و بالعکس. ظهور مقاومت میکروبها در برابر آنتی‌بیوتیکها جان میلیون‌ها انسان را تهدید می‌کند. پس از آزمایش‌های کلینیکی و آزمایشگاهی بسیار در کشورهای مختلف جهان، ثابت شد که بسیاری از میکروارگانیسمهای مقاوم به آنتی‌بیوتیک، روی سطوح مسی کشته می‌شوند.,آلیاژهای مس کدامند؟,"{'text': ['برنج آلیاژ مس و روی است و برنز آلیاژ مس و قلع است.'], 'answer_start': [245]}",0.43620070815086365,برنج
5733,مس,عنصری فلزی با ویژگی‌های شکل‌پذیری و رسانایی گرمایی و الکتریکی بالا است. مس خالص، نرم و چکش خوار است بخشی از آن که در برابر هوای آزاد قرار دارد به رنگ قرمز مایل به نارنجی است. مس معمولاً به شکل معدنی یافت می‌شود. آلیاژهای بسیاری از مس وجود دارد برنج آلیاژ مس و روی است و برنز آلیاژ مس و قلع است. وجود مس برای کلیه گیاهان و حیوانات عالی ضروری می‌باشد.  در صورت کمبود مس برگ‌ها کوچک مانده و سرشاخه‌های جوان را دچار برگ سوختگی می‌کند. هر چه واکنش خاک اسیدی تر باشد، مس قابل استفاده تر است. مس به فرایند سوخت و ساز بدن کمک می‌کند، سلول‌های مغزی با کمبود مس در انجام کارهای خود ناتوانند یا بسیار ضعیف عمل می‌کنند، مس باعث کمک در جذب و استفاده آهن در بدن می‌شود. بدن می‌تواند مس اضافی را دفع کند اما به دلیل تداخل در جذب مس و روی، دریافت بیش از اندازه مس باعث عدم جذب روی می‌شود و بالعکس. ظهور مقاومت میکروبها در برابر آنتی‌بیوتیکها جان میلیون‌ها انسان را تهدید می‌کند. پس از آزمایش‌های کلینیکی و آزمایشگاهی بسیار در کشورهای مختلف جهان، ثابت شد که بسیاری از میکروارگانیسمهای مقاوم به آنتی‌بیوتیک، روی سطوح مسی کشته می‌شوند.,چرا نباید در مصرف مس زیاده‌روی کرد؟,"{'text': ['بدن می\u200cتواند مس اضافی را دفع کند اما به دلیل تداخل در جذب مس و روی، دریافت بیش از اندازه مس باعث عدم جذب روی می\u200cشود و بالعکس.'], 'answer_start': [657]}",0.35100165009498596,مس اضافی
5734,مس,عنصری فلزی با ویژگی‌های شکل‌پذیری و رسانایی گرمایی و الکتریکی بالا است. مس خالص، نرم و چکش خوار است بخشی از آن که در برابر هوای آزاد قرار دارد به رنگ قرمز مایل به نارنجی است. مس معمولاً به شکل معدنی یافت می‌شود. آلیاژهای بسیاری از مس وجود دارد برنج آلیاژ مس و روی است و برنز آلیاژ مس و قلع است. وجود مس برای کلیه گیاهان و حیوانات عالی ضروری می‌باشد.  در صورت کمبود مس برگ‌ها کوچک مانده و سرشاخه‌های جوان را دچار برگ سوختگی می‌کند. هر چه واکنش خاک اسیدی تر باشد، مس قابل استفاده تر است. مس به فرایند سوخت و ساز بدن کمک می‌کند، سلول‌های مغزی با کمبود مس در انجام کارهای خود ناتوانند یا بسیار ضعیف عمل می‌کنند، مس باعث کمک در جذب و استفاده آهن در بدن می‌شود. بدن می‌تواند مس اضافی را دفع کند اما به دلیل تداخل در جذب مس و روی، دریافت بیش از اندازه مس باعث عدم جذب روی می‌شود و بالعکس. ظهور مقاومت میکروبها در برابر آنتی‌بیوتیکها جان میلیون‌ها انسان را تهدید می‌کند. پس از آزمایش‌های کلینیکی و آزمایشگاهی بسیار در کشورهای مختلف جهان، ثابت شد که بسیاری از میکروارگانیسمهای مقاوم به آنتی‌بیوتیک، روی سطوح مسی کشته می‌شوند.,کمبود مس در گیاهان به چه صورت می‌باشد.,"{'text': ['در صورت کمبود مس برگ\u200cها کوچک مانده و سرشاخه\u200cهای جوان را دچار برگ سوختگی می\u200cکند.'], 'answer_start': [352]}",0.01203660387545824,برگ‌ها کوچک مانده
5735,مس,عنصری فلزی با ویژگی‌های شکل‌پذیری و رسانایی گرمایی و الکتریکی بالا است. مس خالص، نرم و چکش خوار است بخشی از آن که در برابر هوای آزاد قرار دارد به رنگ قرمز مایل به نارنجی است. مس معمولاً به شکل معدنی یافت می‌شود. آلیاژهای بسیاری از مس وجود دارد برنج آلیاژ مس و روی است و برنز آلیاژ مس و قلع است. وجود مس برای کلیه گیاهان و حیوانات عالی ضروری می‌باشد.  در صورت کمبود مس برگ‌ها کوچک مانده و سرشاخه‌های جوان را دچار برگ سوختگی می‌کند. هر چه واکنش خاک اسیدی تر باشد، مس قابل استفاده تر است. مس به فرایند سوخت و ساز بدن کمک می‌کند، سلول‌های مغزی با کمبود مس در انجام کارهای خود ناتوانند یا بسیار ضعیف عمل می‌کنند، مس باعث کمک در جذب و استفاده آهن در بدن می‌شود. بدن می‌تواند مس اضافی را دفع کند اما به دلیل تداخل در جذب مس و روی، دریافت بیش از اندازه مس باعث عدم جذب روی می‌شود و بالعکس. ظهور مقاومت میکروبها در برابر آنتی‌بیوتیکها جان میلیون‌ها انسان را تهدید می‌کند. پس از آزمایش‌های کلینیکی و آزمایشگاهی بسیار در کشورهای مختلف جهان، ثابت شد که بسیاری از میکروارگانیسمهای مقاوم به آنتی‌بیوتیک، روی سطوح مسی کشته می‌شوند.,تأثیر مس در بدن انسان چیست؟,"{'text': ['مس به فرایند سوخت و ساز بدن کمک می\u200cکند، سلول\u200cهای مغزی با کمبود مس در انجام کارهای خود ناتوانند یا بسیار ضعیف عمل می\u200cکنند، مس باعث کمک در جذب و استفاده آهن در بدن می\u200cشود.'], 'answer_start': [487]}",0.8008159399032593,مس اضافی را دفع کند
5736,مس,عنصری فلزی با ویژگی‌های شکل‌پذیری و رسانایی گرمایی و الکتریکی بالا است. مس خالص، نرم و چکش خوار است بخشی از آن که در برابر هوای آزاد قرار دارد به رنگ قرمز مایل به نارنجی است. مس معمولاً به شکل معدنی یافت می‌شود. آلیاژهای بسیاری از مس وجود دارد برنج آلیاژ مس و روی است و برنز آلیاژ مس و قلع است. وجود مس برای کلیه گیاهان و حیوانات عالی ضروری می‌باشد.  در صورت کمبود مس برگ‌ها کوچک مانده و سرشاخه‌های جوان را دچار برگ سوختگی می‌کند. هر چه واکنش خاک اسیدی تر باشد، مس قابل استفاده تر است. مس به فرایند سوخت و ساز بدن کمک می‌کند، سلول‌های مغزی با کمبود مس در انجام کارهای خود ناتوانند یا بسیار ضعیف عمل می‌کنند، مس باعث کمک در جذب و استفاده آهن در بدن می‌شود. بدن می‌تواند مس اضافی را دفع کند اما به دلیل تداخل در جذب مس و روی، دریافت بیش از اندازه مس باعث عدم جذب روی می‌شود و بالعکس. ظهور مقاومت میکروبها در برابر آنتی‌بیوتیکها جان میلیون‌ها انسان را تهدید می‌کند. پس از آزمایش‌های کلینیکی و آزمایشگاهی بسیار در کشورهای مختلف جهان، ثابت شد که بسیاری از میکروارگانیسمهای مقاوم به آنتی‌بیوتیک، روی سطوح مسی کشته می‌شوند.,مس خالص چگونه است؟,"{'text': ['مس خالص، نرم و چکش خوار است بخشی از آن که در برابر هوای آزاد قرار دارد به رنگ قرمز مایل به نارنجی است.'], 'answer_start': [73]}",0.13535074889659882,نرم و چکش خوار
